is_Monday,is_Tuesday,is_Wednesday,is_Thursday,is_Friday,is_Saturday,is_Sunday,hour,is_A1,is_A2,is_A3,is_A4,is_A5,is_A6,is_A7,is_A8,passenger_origin,is_holiday,is_weekend,is_festival,rain_flag,cloudcover,temp,temp_bin,temp_range
1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,312,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,172,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,48,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,66,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,97,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,158,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,77,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,178,1,0,1,0,27.1,79.2,1,79–86°F
1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,528,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,329,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,58,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,148,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,168,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,312,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,164,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,471,1,0,1,0,27.1,77.4,0,≤78°F
1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,659,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,618,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,88,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,266,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,218,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,534,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,200,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,782,1,0,1,0,57.3,78.3,1,79–86°F
1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,639,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,722,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,92,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,325,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,293,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,648,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,197,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,761,1,0,1,0,27.1,81.0,1,79–86°F
1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,674,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,539,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,73,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,232,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,216,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,424,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,137,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,592,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,589,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,314,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,47,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,177,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,194,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,314,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,118,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,559,1,0,1,0,32.8,88.5,2,87–93°F
1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,546,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,246,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,76,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,176,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,244,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,296,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,137,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,531,1,0,1,0,88.3,90.0,2,87–93°F
1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,562,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,253,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,76,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,141,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,221,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,311,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,124,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,480,1,0,1,0,27.1,91.4,2,87–93°F
1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,481,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,282,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,72,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,134,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,174,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,278,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,122,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,398,1,0,1,0,61.7,93.9,3,≥94°F
1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,558,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,290,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,71,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,156,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,186,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,256,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,136,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,342,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,655,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,336,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,48,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,160,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,258,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,274,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,120,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,311,1,0,1,0,43.9,91.8,2,87–93°F
1,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,722,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,361,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,56,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,231,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,297,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,536,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,192,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,559,1,0,1,0,65.5,93.7,3,≥94°F
1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,726,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,522,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,80,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,282,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,372,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,958,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,281,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,946,1,0,1,0,27.1,90.0,2,87–93°F
1,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,866,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,710,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,104,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,263,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,353,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,882,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,268,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1025,1,0,1,0,27.1,88.7,2,87–93°F
1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,963,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,514,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,85,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,178,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,283,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,551,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,190,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,789,1,0,1,0,37.0,87.0,2,87–93°F
1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,679,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,278,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,58,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,176,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,174,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,321,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,139,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,424,1,0,1,0,27.1,86.4,2,87–93°F
1,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,455,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,227,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,38,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,0,0,1,0,0,0,0,98,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,127,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,205,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,109,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,300,1,0,1,0,27.1,86.0,1,79–86°F
1,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,318,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,199,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,25,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,84,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,112,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,194,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,82,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,216,1,0,1,0,35.2,83.7,1,79–86°F
1,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,199,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,151,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,19,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,45,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,67,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,148,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,67,1,0,1,0,27.1,84.2,1,79–86°F
1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,138,1,0,1,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,403,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,264,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,92,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,142,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,190,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,318,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,56,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,277,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,712,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,532,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,161,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,311,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,399,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,603,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,138,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,584,0,0,0,0,27.1,79.2,1,79–86°F
0,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,877,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,722,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,148,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,436,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,0,0,0,1,0,0,0,581,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,678,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,259,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,880,0,0,0,0,72.8,78.3,1,79–86°F
0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,837,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,808,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,148,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,428,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,602,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,632,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,283,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,1,887,0,0,0,0,27.1,80.6,1,79–86°F
0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,699,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,623,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,162,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0,339,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0,463,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,518,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,198,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,713,0,0,0,0,27.1,84.2,1,79–86°F
0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,452,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,454,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,161,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,267,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,324,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,0,0,0,0,1,0,0,374,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,0,0,0,0,0,1,0,99,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,1,530,0,0,0,0,32.1,88.7,2,87–93°F
0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,381,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,411,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,114,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,228,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,275,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,360,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,0,0,0,0,0,1,0,114,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,494,0,0,0,0,27.1,89.1,2,87–93°F
0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,483,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,1,0,0,0,0,0,0,323,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,111,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,0,255,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,0,0,0,1,0,0,0,309,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,374,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,0,0,0,0,0,1,0,133,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,581,0,0,0,0,27.1,90.9,2,87–93°F
0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,0,500,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,1,0,0,0,0,0,0,291,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,0,1,0,0,0,0,0,118,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,243,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,278,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,0,0,0,0,1,0,0,332,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,137,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,1,547,0,0,0,0,57.9,92.5,2,87–93°F
0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,441,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,1,0,0,0,0,0,0,252,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,0,1,0,0,0,0,0,112,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,0,197,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,0,0,0,1,0,0,0,254,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,0,0,0,0,1,0,0,330,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,0,0,0,0,0,1,0,164,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1,620,0,0,0,0,27.1,91.4,2,87–93°F
0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,550,0,0,0,0,27.1,93.2,3,≥94°F
0,1,0,0,0,0,0,15,0,1,0,0,0,0,0,0,322,0,0,0,0,27.1,93.2,3,≥94°F
0,1,0,0,0,0,0,15,0,0,1,0,0,0,0,0,118,0,0,0,0,27.1,93.2,3,≥94°F
0,1,0,0,0,0,0,15,0,0,0,1,0,0,0,0,185,0,0,0,0,27.1,93.2,3,≥94°F
0,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,307,0,0,0,0,27.1,93.2,3,≥94°F
0,1,0,0,0,0,0,15,0,0,0,0,0,1,0,0,467,0,0,0,0,27.1,93.2,3,≥94°F
